timestamp	source_commit	metric_value	description	diff_summary
2026-03-26T03:38:40.511639+00:00	050762700a833e571dd82b565e08b812b6d25e4a	162.8654	ppc64le memcpy: use __builtin_memcpy for 64-byte fast path	"lib/eal/ppc/include/rte_memcpy.h | 7 +++++--
 1 file changed, 5 insertions(+), 2 deletions(-)"
